FUND TYPE,DEPARTMENT CODE,DEPARTMENT DESCRIPTION,FUND CODE,FUND DESCRIPTION,ORGANIZATION CODE,ORGANIZATION DESCRIPTION,DIVISION CODE,DIVISION DESCRIPTION,SECTION CODE,SECTION DESCRIPTION,SUBSECTION CODE,SUB-SECTION DESCRIPTION,SCHEDULE / GRADE,BARGAINING UNIT,TITLE CODE,TITLE DESCRIPTION,BUDGETED UNIT,TOTAL BUDGETED UNIT,POSITION CONTROL,BUDGETED PAY RATE,TOTAL BUDGETED AMOUNT
LOCAL,88,Department of Water Management,0200,Water Fund,1035,Bureau of Meter Services,2035,Bureau of Meter Services,3350,Water Meter Installation and Repair,0000,,1 00,0,0012,Contract Wage Increment - Prevailing Rate,Annual,0,0,121153.00,121153.00
LOCAL,25,Office of City Clerk,0300,Vehicle Tax Fund,1005,Office of City Clerk,2005,Office of City Clerk,3025,Issuance of Vehicle Licenses,0000,,X 22,9,9674,Deputy Director,Annual,2,1,158568.00,317136.00
LOCAL,25,Office of City Clerk,0300,Vehicle Tax Fund,1005,Office of City Clerk,2005,Office of City Clerk,3025,Issuance of Vehicle Licenses,0000,,X 22,9,9674,Deputy Director,Annual,1,1,151884.00,151884.00
LOCAL,25,Office of City Clerk,0300,Vehicle Tax Fund,1005,Office of City Clerk,2005,Office of City Clerk,3025,Issuance of Vehicle Licenses,0000,,BX 18,10,3092,Program Director,Annual,1,1,102444.00,102444.00
LOCAL,25,Office of City Clerk,0300,Vehicle Tax Fund,1005,Office of City Clerk,2005,Office of City Clerk,3025,Issuance of Vehicle Licenses,0000,,X 23,0,3059,Director of Program Operations,Annual,1,1,133044.00,133044.00
LOCAL,25,Office of City Clerk,0300,Vehicle Tax Fund,1005,Office of City Clerk,2005,Office of City Clerk,3025,Issuance of Vehicle Licenses,0000,,GY 07,10,1386,Senior Labor Relations Specialist,Annual,1,1,76020.00,76020.00
LOCAL,25,Office of City Clerk,0300,Vehicle Tax Fund,1005,Office of City Clerk,2005,Office of City Clerk,3025,Issuance of Vehicle Licenses,0000,,B 15,1,1302,Administrative Services Officer II,Annual,1,1,108576.00,108576.00
LOCAL,25,Office of City Clerk,0300,Vehicle Tax Fund,1005,Office of City Clerk,2005,Office of City Clerk,3025,Issuance of Vehicle Licenses,0000,,X 23,0,1246,Director of License Administration,Annual,1,1,124848.00,124848.00
LOCAL,25,Office of City Clerk,0300,Vehicle Tax Fund,1005,Office of City Clerk,2005,Office of City Clerk,3025,Issuance of Vehicle Licenses,0000,,B 15,1,0729,Information Coordinator,Annual,1,1,89244.00,89244.00
LOCAL,25,Office of City Clerk,0300,Vehicle Tax Fund,1005,Office of City Clerk,2005,Office of City Clerk,3025,Issuance of Vehicle Licenses,0000,,X 23,0,0442,Director of License Issuance,Annual,1,1,138840.00,138840.00
LOCAL,25,Office of City Clerk,0300,Vehicle Tax Fund,1005,Office of City Clerk,2005,Office of City Clerk,3025,Issuance of Vehicle Licenses,0000,,B 13,1,0433,Supervisor of License Issuance,Annual,1,1,119100.00,119100.00
LOCAL,25,Office of City Clerk,0300,Vehicle Tax Fund,1005,Office of City Clerk,2005,Office of City Clerk,3025,Issuance of Vehicle Licenses,0000,,B 10,1,0419,Customer Account Representative,Annual,1,1,58764.00,58764.00
LOCAL,25,Office of City Clerk,0300,Vehicle Tax Fund,1005,Office of City Clerk,2005,Office of City Clerk,3025,Issuance of Vehicle Licenses,0000,,B 12,1,03A8,Senior Administrative Assistant,Annual,1,1,98928.00,98928.00
LOCAL,25,Office of City Clerk,0300,Vehicle Tax Fund,1005,Office of City Clerk,2005,Office of City Clerk,3025,Issuance of Vehicle Licenses,0000,,X 23,0,03A3,Assistant Director,Annual,1,1,133044.00,133044.00
LOCAL,25,Office of City Clerk,0300,Vehicle Tax Fund,1005,Office of City Clerk,2005,Office of City Clerk,3025,Issuance of Vehicle Licenses,0000,,X 23,0,03A3,Assistant Director,Annual,1,1,110856.00,110856.00
LOCAL,25,Office of City Clerk,0300,Vehicle Tax Fund,1005,Office of City Clerk,2005,Office of City Clerk,3025,Issuance of Vehicle Licenses,0000,,X 22,9,0315,Deputy City Clerk,Annual,1,1,126396.00,126396.00
LOCAL,25,Office of City Clerk,0300,Vehicle Tax Fund,1005,Office of City Clerk,2005,Office of City Clerk,3025,Issuance of Vehicle Licenses,0000,,BX 18,10,0310,Project Manager,Annual,1,1,89112.00,89112.00
LOCAL,25,Office of City Clerk,0300,Vehicle Tax Fund,1005,Office of City Clerk,2005,Office of City Clerk,3025,Issuance of Vehicle Licenses,0000,,B 13,1,0308,Staff Assistant,Annual,1,1,68616.00,68616.00
LOCAL,25,Office of City Clerk,0300,Vehicle Tax Fund,1005,Office of City Clerk,2005,Office of City Clerk,3025,Issuance of Vehicle Licenses,0000,,BX 15,10,0248,Supervisor of Payment Center,Annual,2,1,113568.00,227136.00
LOCAL,25,Office of City Clerk,0300,Vehicle Tax Fund,1005,Office of City Clerk,2005,Office of City Clerk,3025,Issuance of Vehicle Licenses,0000,,B 10,1,0236,Payment Reconciler,Annual,2,1,90144.00,180288.00
LOCAL,25,Office of City Clerk,0300,Vehicle Tax Fund,1005,Office of City Clerk,2005,Office of City Clerk,3025,Issuance of Vehicle Licenses,0000,,B 10,1,0236,Payment Reconciler,Annual,1,1,68256.00,68256.00
LOCAL,25,Office of City Clerk,0300,Vehicle Tax Fund,1005,Office of City Clerk,2005,Office of City Clerk,3025,Issuance of Vehicle Licenses,0000,,B 10,1,0236,Payment Reconciler,Annual,1,1,51936.00,51936.00
LOCAL,25,Office of City Clerk,0300,Vehicle Tax Fund,1005,Office of City Clerk,2005,Office of City Clerk,3025,Issuance of Vehicle Licenses,0000,,B 10,1,0235,Payment Services Representative,Annual,4,1,90144.00,360576.00
LOCAL,25,Office of City Clerk,0300,Vehicle Tax Fund,1005,Office of City Clerk,2005,Office of City Clerk,3025,Issuance of Vehicle Licenses,0000,,B 10,1,0235,Payment Services Representative,Annual,1,1,74916.00,74916.00
LOCAL,25,Office of City Clerk,0300,Vehicle Tax Fund,1005,Office of City Clerk,2005,Office of City Clerk,3025,Issuance of Vehicle Licenses,0000,,B 10,1,0235,Payment Services Representative,Annual,1,1,68256.00,68256.00
LOCAL,25,Office of City Clerk,0300,Vehicle Tax Fund,1005,Office of City Clerk,2005,Office of City Clerk,3025,Issuance of Vehicle Licenses,0000,,B 10,1,0235,Payment Services Representative,Annual,3,1,64488.00,193464.00
LOCAL,25,Office of City Clerk,0300,Vehicle Tax Fund,1005,Office of City Clerk,2005,Office of City Clerk,3025,Issuance of Vehicle Licenses,0000,,B 10,1,0235,Payment Services Representative,Annual,3,1,56124.00,168372.00
LOCAL,25,Office of City Clerk,0300,Vehicle Tax Fund,1005,Office of City Clerk,2005,Office of City Clerk,3025,Issuance of Vehicle Licenses,0000,,B 10,1,0235,Payment Services Representative,Annual,5,1,51936.00,259680.00
LOCAL,25,Office of City Clerk,0300,Vehicle Tax Fund,1005,Office of City Clerk,2005,Office of City Clerk,3025,Issuance of Vehicle Licenses,0000,,1 00,0,0015,Schedule Salary Adjustments,Annual,0,0,30402.00,30402.00
LOCAL,25,Office of City Clerk,0300,Vehicle Tax Fund,1005,Office of City Clerk,2005,Office of City Clerk,3030,Customer Processing Center,0000,,X 22,9,9674,Deputy Director,Annual,1,1,151884.00,151884.00
LOCAL,25,Office of City Clerk,0300,Vehicle Tax Fund,1005,Office of City Clerk,2005,Office of City Clerk,3030,Customer Processing Center,0000,,B 13,1,6409,Graphic Artist III,Annual,1,1,74172.00,74172.00
LOCAL,25,Office of City Clerk,0300,Vehicle Tax Fund,1005,Office of City Clerk,2005,Office of City Clerk,3030,Customer Processing Center,0000,,X 23,0,1246,Director of License Administration,Annual,1,1,133044.00,133044.00
LOCAL,25,Office of City Clerk,0300,Vehicle Tax Fund,1005,Office of City Clerk,2005,Office of City Clerk,3030,Customer Processing Center,0000,,B 10,1,0419,Customer Account Representative,Annual,1,1,71436.00,71436.00
LOCAL,25,Office of City Clerk,0300,Vehicle Tax Fund,1005,Office of City Clerk,2005,Office of City Clerk,3030,Customer Processing Center,0000,,B 10,1,0419,Customer Account Representative,Annual,1,1,68256.00,68256.00
LOCAL,25,Office of City Clerk,0300,Vehicle Tax Fund,1005,Office of City Clerk,2005,Office of City Clerk,3030,Customer Processing Center,0000,,B 10,1,0419,Customer Account Representative,Annual,1,1,58764.00,58764.00
LOCAL,25,Office of City Clerk,0300,Vehicle Tax Fund,1005,Office of City Clerk,2005,Office of City Clerk,3030,Customer Processing Center,0000,,B 10,1,0419,Customer Account Representative,Annual,1,1,51936.00,51936.00
LOCAL,25,Office of City Clerk,0300,Vehicle Tax Fund,1005,Office of City Clerk,2005,Office of City Clerk,3030,Customer Processing Center,0000,,B 12,1,03A8,Senior Administrative Assistant,Annual,1,1,64488.00,64488.00
LOCAL,25,Office of City Clerk,0300,Vehicle Tax Fund,1005,Office of City Clerk,2005,Office of City Clerk,3030,Customer Processing Center,0000,,B 10,1,03A7,Administrative Assistant,Annual,1,1,58764.00,58764.00
LOCAL,25,Office of City Clerk,0300,Vehicle Tax Fund,1005,Office of City Clerk,2005,Office of City Clerk,3030,Customer Processing Center,0000,,X 23,0,03A3,Assistant Director,Annual,1,1,133044.00,133044.00
LOCAL,25,Office of City Clerk,0300,Vehicle Tax Fund,1005,Office of City Clerk,2005,Office of City Clerk,3030,Customer Processing Center,0000,,X 23,0,03A3,Assistant Director,Annual,1,1,110856.00,110856.00
LOCAL,25,Office of City Clerk,0300,Vehicle Tax Fund,1005,Office of City Clerk,2005,Office of City Clerk,3030,Customer Processing Center,0000,,BX 18,10,0310,Project Manager,Annual,1,1,102444.00,102444.00
LOCAL,25,Office of City Clerk,0300,Vehicle Tax Fund,1005,Office of City Clerk,2005,Office of City Clerk,3030,Customer Processing Center,0000,,BX 18,10,0310,Project Manager,Annual,1,1,97836.00,97836.00
LOCAL,25,Office of City Clerk,0300,Vehicle Tax Fund,1005,Office of City Clerk,2005,Office of City Clerk,3030,Customer Processing Center,0000,,1 00,0,0015,Schedule Salary Adjustments,Annual,0,0,14559.00,14559.00
LOCAL,25,Office of City Clerk,0300,Vehicle Tax Fund,1005,Office of City Clerk,2005,Office of City Clerk,3035,License Compliance Unit,0000,,BX 17,10,1256,Supervising Investigator,Annual,1,1,93384.00,93384.00
LOCAL,25,Office of City Clerk,0300,Vehicle Tax Fund,1005,Office of City Clerk,2005,Office of City Clerk,3035,License Compliance Unit,0000,,B 10,1,1232,Licensing Enforcement Aide - City Clerk,Annual,2,1,90144.00,180288.00
LOCAL,25,Office of City Clerk,0300,Vehicle Tax Fund,1005,Office of City Clerk,2005,Office of City Clerk,3035,License Compliance Unit,0000,,B 10,1,1232,Licensing Enforcement Aide - City Clerk,Annual,1,1,78432.00,78432.00
LOCAL,25,Office of City Clerk,0300,Vehicle Tax Fund,1005,Office of City Clerk,2005,Office of City Clerk,3035,License Compliance Unit,0000,,1 00,0,0015,Schedule Salary Adjustments,Annual,0,0,3154.00,3154.00
LOCAL,25,Office of City Clerk,0300,Vehicle Tax Fund,1005,Office of City Clerk,2005,Office of City Clerk,3040,Mail  Microfilm and Records,0000,,B 12,1,0691,Reprographics Technician IV,Annual,1,1,108576.00,108576.00
LOCAL,25,Office of City Clerk,0300,Vehicle Tax Fund,1005,Office of City Clerk,2005,Office of City Clerk,3040,Mail  Microfilm and Records,0000,,B 09,1,0460,Senior Office Assistant,Annual,1,1,82140.00,82140.00
LOCAL,27,Department of Finance,0300,Vehicle Tax Fund,1005,Finance,2015,Financial Strategy and Operations,3016,Financial Strategy,4006,Financial Policy,X 32,9,9684,Deputy Director,Annual,1,1,175512.00,175512.00
LOCAL,27,Department of Finance,0300,Vehicle Tax Fund,1005,Finance,2015,Financial Strategy and Operations,3016,Financial Strategy,4006,Financial Policy,X 32,9,9651,Deputy Comptroller,Annual,1,1,139140.00,139140.00
LOCAL,27,Department of Finance,0300,Vehicle Tax Fund,1005,Finance,2015,Financial Strategy and Operations,3016,Financial Strategy,4006,Financial Policy,X 33,9,0313,Assistant Commissioner,Annual,1,1,146808.00,146808.00
LOCAL,27,Department of Finance,0300,Vehicle Tax Fund,1005,Finance,2015,Financial Strategy and Operations,3016,Financial Strategy,4006,Financial Policy,BX 18,10,0311,Projects Administrator,Annual,2,1,113568.00,227136.00
LOCAL,27,Department of Finance,0300,Vehicle Tax Fund,1005,Finance,2015,Financial Strategy and Operations,3016,Financial Strategy,4006,Financial Policy,1 00,0,0015,Schedule Salary Adjustments,Annual,0,0,8615.00,8615.00
LOCAL,27,Department of Finance,0300,Vehicle Tax Fund,1005,Finance,2020,Revenue Services and Operations,3154,Payment Processing,4641,Cashiering,B 12,1,03A8,Senior Administrative Assistant,Annual,1,1,108576.00,108576.00
LOCAL,27,Department of Finance,0300,Vehicle Tax Fund,1005,Finance,2020,Revenue Services and Operations,3154,Payment Processing,4641,Cashiering,B 12,1,03A8,Senior Administrative Assistant,Annual,1,1,70752.00,70752.00
LOCAL,27,Department of Finance,0300,Vehicle Tax Fund,1005,Finance,2020,Revenue Services and Operations,3154,Payment Processing,4641,Cashiering,B 10,1,0235,Payment Services Representative,Annual,1,1,51936.00,51936.00
LOCAL,27,Department of Finance,0300,Vehicle Tax Fund,1005,Finance,2020,Revenue Services and Operations,3154,Payment Processing,4642,Reconciliation,B 10,1,0236,Payment Reconciler,Annual,1,1,90144.00,90144.00
LOCAL,27,Department of Finance,0300,Vehicle Tax Fund,1005,Finance,2020,Revenue Services and Operations,3154,Payment Processing,4642,Reconciliation,B 10,1,0236,Payment Reconciler,Annual,2,1,56124.00,112248.00
LOCAL,27,Department of Finance,0300,Vehicle Tax Fund,1005,Finance,2020,Revenue Services and Operations,3154,Payment Processing,4642,Reconciliation,1 00,0,0015,Schedule Salary Adjustments,Annual,0,0,3089.00,3089.00
LOCAL,27,Department of Finance,0300,Vehicle Tax Fund,1005,Finance,2020,Revenue Services and Operations,3220,Accounts Receivable,4202,Advanced Collections,B 10,1,03A7,Administrative Assistant,Annual,1,1,51936.00,51936.00
LOCAL,31,Department of Law,0300,Vehicle Tax Fund,1005,Department of Law,2005,Department of Law,3019,Torts,4326,Torts,L 05,9,1641,Assistant Corporation Counsel Supervisor,Annual,1,1,164100.00,164100.00
LOCAL,31,Department of Law,0300,Vehicle Tax Fund,1005,Department of Law,2005,Department of Law,3039,Investigations and Prosecutions,4341,Prosecutions,LX 03,9,1652,Chief Assistant Corporation Counsel,Annual,1,1,133836.00,133836.00
LOCAL,31,Department of Law,0300,Vehicle Tax Fund,1005,Department of Law,2005,Department of Law,3039,Investigations and Prosecutions,4341,Prosecutions,L 01,9,1643,Assistant Corporation Counsel I,Annual,2,1,130128.00,260256.00
LOCAL,31,Department of Law,0300,Vehicle Tax Fund,1005,Department of Law,2005,Department of Law,3039,Investigations and Prosecutions,4341,Prosecutions,L 01,9,1643,Assistant Corporation Counsel I,Annual,1,1,108084.00,108084.00
LOCAL,31,Department of Law,0300,Vehicle Tax Fund,1005,Department of Law,2005,Department of Law,3039,Investigations and Prosecutions,4341,Prosecutions,L 01,9,1643,Assistant Corporation Counsel I,Annual,3,1,98484.00,295452.00
LOCAL,31,Department of Law,0300,Vehicle Tax Fund,1005,Department of Law,2005,Department of Law,3039,Investigations and Prosecutions,4341,Prosecutions,L 01,9,1643,Assistant Corporation Counsel I,Annual,1,1,81816.00,81816.00
LOCAL,31,Department of Law,0300,Vehicle Tax Fund,1005,Department of Law,2005,Department of Law,3039,Investigations and Prosecutions,4341,Prosecutions,L 05,9,1641,Assistant Corporation Counsel Supervisor,Annual,1,1,156648.00,156648.00
LOCAL,31,Department of Law,0300,Vehicle Tax Fund,1005,Department of Law,2005,Department of Law,3039,Investigations and Prosecutions,4341,Prosecutions,L 05,9,1641,Assistant Corporation Counsel Supervisor,Annual,1,1,118596.00,118596.00
LOCAL,31,Department of Law,0300,Vehicle Tax Fund,1005,Department of Law,2005,Department of Law,3039,Investigations and Prosecutions,4341,Prosecutions,4 00,9,1631,Law Clerk,Hourly,23510,0,15.80,371458.00
LOCAL,31,Department of Law,0300,Vehicle Tax Fund,1005,Department of Law,2005,Department of Law,3039,Investigations and Prosecutions,4341,Prosecutions,BX 16,10,1619,Supervising Paralegal,Annual,1,1,83052.00,83052.00
LOCAL,31,Department of Law,0300,Vehicle Tax Fund,1005,Department of Law,2005,Department of Law,3039,Investigations and Prosecutions,4341,Prosecutions,B 13,1,0308,Staff Assistant,Annual,1,1,119100.00,119100.00
LOCAL,31,Department of Law,0300,Vehicle Tax Fund,1005,Department of Law,2005,Department of Law,3039,Investigations and Prosecutions,4341,Prosecutions,1 00,0,0015,Schedule Salary Adjustments,Annual,0,0,2279.00,2279.00
